,ci,gender,name,edad,telefono,grado,estado
2811,1756793475,male,Dennis Mendoza,13,593990771369,70%,True
2812,1753726705,male,Edward Simpson,17,593990016986,70%,True
2813,1769467925,male,Douglas Ramos,18,593990262327,NA,True
2814,1716798532,male,Matthew Shields,22,593990767913,100%,True
2815,1713709913,male,Nicholas Murphy,16,593990522420,NA,True
2816,1784637137,male,Patrick Martin,21,593990251966,NA,True
2817,1748246934,male,Timothy Gilmore,21,593990932552,NA,False
2818,1760007215,male,John Moody MD,16,593990945370,70%,False
2819,1717792343,female,Laura Anderson,13,593990087675,70%,False
2820,1738939495,female,Sandra Cummings,16,593990581563,100%,True
2821,1735713850,male,Bob Brown,17,593990005207,50%,False
2822,1735800338,female,Latasha Johnson,20,593990114050,NA,True
2823,1724681009,female,Tiffany Simpson,13,593990417422,100%,True
2824,1723278256,male,David Jordan,19,593990065270,100%,True
2825,1714327888,male,Douglas Reyes,15,593990017468,NA,True
2826,1783502694,male,Barry Monroe,20,593990691895,70%,False
2827,1778849109,female,Megan Davis,17,593990332124,NA,False
2828,1702054740,male,Brandon Figueroa,20,593990850870,NA,False
2829,1726082926,female,Donna White,16,593990198687,40%,True
2830,1721381758,female,Kayla Kelly,16,593990410049,50%,True
2831,1786182028,female,Elizabeth Graham,16,593990396895,70%,True
2832,1733296574,female,Christina Thomas,22,593990152773,NA,True
2833,1790448773,na,Dana Wheeler,17,593990745540,100%,True
2834,1703802689,male,Eric Hernandez,14,593990384438,100%,False
2835,1728346337,na,Cathy Johnson,18,593990938948,NA,False
2836,1724693444,na,Dana Villegas,22,593990372433,NA,False
2837,1741460570,female,Jordan Wright,22,593990157203,NA,True
2838,1795122921,male,Charles Johnson,19,593990387226,NA,False
2839,1775121111,male,Kenneth Johnson,21,593990936302,100%,True
2840,1777695855,male,Kevin Moore,17,593990536286,NA,False
2841,1797452203,male,Joel Moore,20,593990679082,100%,True
2842,1779652156,female,Sarah Moran,22,593990495116,70%,False
2843,1762242391,male,Nathaniel Walker,19,593990923733,NA,False
2844,1711505169,female,Taylor Miranda,20,593990994286,NA,True
2845,1756180305,male,Lee Thomas,18,593990944843,NA,True
2846,1714009510,female,Jessica Andrews,15,593990564824,70%,True
2847,1746894437,female,Shannon Cruz,14,593990470555,40%,False
2848,1727877405,female,Patricia Anderson,20,593990004008,NA,False
2849,1763138830,male,Scott Wright,16,593990790125,100%,True
2850,1788199267,female,Debra Clark,18,593990901123,NA,True
2851,1726557081,male,Willie Cannon,14,593990320437,NA,False
2852,1742347147,male,David Thomas,18,593990547973,NA,False
2853,1716801043,na,Eric Ochoa,14,593990337106,100%,True
2854,1742209737,female,Lindsey Shannon,21,593990074778,NA,False
2855,1789687587,male,Gerald Flores,20,593990264494,50%,True
2856,1747249112,female,Nicole Barrett,19,593990541323,NA,False
2857,1784128132,female,Brittany Williams,20,593990819739,NA,True
2858,1734366434,male,Patrick Frank,21,593990533837,70%,True
2859,1705356995,female,Maria Williams,18,593990381818,NA,False
2860,1790084945,male,Michael Hernandez,19,593990215307,70%,False
2861,1738471721,male,Martin Rangel,20,593990961829,NA,True
2862,1700616346,female,Jennifer Tyler,14,593990171939,40%,True
2863,1755629867,female,Mary Perez,14,593990650908,NA,True
2864,1759774146,female,Maria Callahan,13,593990668963,NA,True
2865,1723097832,female,Heather Contreras,14,593990636938,70%,True
2866,1724973005,female,Katherine Knight,16,593990827560,NA,True
2867,1775723146,female,Teresa Morales,18,593990193470,NA,False
2868,1702821858,female,Erin Arroyo,21,593990887730,NA,True
2869,1774401218,male,Mark Russell,22,593990791650,NA,True
2870,1772688560,female,Laura Salinas,13,593990637079,NA,False
2871,1706740556,male,Joshua Wall,17,593990914646,NA,False
2872,1742208814,male,Joseph Harris,14,593990202402,NA,False
2873,1784022480,female,Amanda Short,13,593990374755,NA,False
2874,1724942540,female,Diane Wilson,21,593990381339,100%,False
2875,1758671125,female,Candace Massey,18,593990625138,NA,True
2876,1758527701,female,Lorraine Faulkner,13,593990970435,NA,True
2877,1718464605,male,Derek Barker,20,593990834727,70%,True
2878,1790870189,male,John Clark,21,593990277950,70%,False
2879,1712417389,female,Andrea Garcia,13,593990008571,60%,False
2880,1761946480,female,Robin Zamora,18,593990622837,50%,True
2881,1702737703,female,Angela Morris,16,593990196125,40%,False
2882,1770393885,male,Neil Ruiz,17,593990365656,70%,False
2883,1708700768,male,David Mendoza,13,593990267326,NA,True
2884,1746128547,female,Brooke Garcia,19,593990157587,NA,True
2885,1724563578,female,Amy Velasquez,16,593990666410,NA,True
2886,1707616263,female,Debra Holland,14,593990582265,NA,False
2887,1713740340,male,Michael Sweeney,13,593990740445,100%,False
2888,1702493929,male,Jacob Curtis,14,593990964173,70%,True
2889,1776221920,female,Nicole Wells,14,593990219334,50%,False
2890,1719082909,male,Robert Moore,21,593990725413,NA,False
2891,1767627766,female,Barbara Nguyen,20,593990904120,NA,False
2892,1789502223,male,Richard Andrews,15,593990758190,NA,True
2893,1799817976,male,Mark Nguyen,14,593990828539,60%,True
2894,1706247962,female,Rachel Stephens,13,593990753008,NA,True
2895,1794115518,male,Edward Wyatt,17,593990299001,100%,False
2896,1753644709,female,Tamara Morgan,16,593990000407,NA,True
2897,1714030451,female,April Harvey,16,593990041828,NA,True
2898,1706874877,female,Judy Perez,13,593990080520,40%,False
2899,1724218117,male,Michael Sandoval,20,593990762584,50%,False
2900,1799547986,female,Emily Baldwin,21,593990025380,NA,True
2901,1763737906,male,Micheal Ramsey,14,593990554659,NA,False
2902,1735781326,male,Lucas Smith,18,593990819133,100%,True
2903,1783478490,male,Arthur Fuentes,20,593990606600,NA,False
2904,1727845520,female,Jessica Perez,15,593990984773,NA,False
2905,1777711897,na,Larry Moon,13,593990277769,70%,True
2906,1785308851,female,Jade Wilson,18,593990057247,100%,True
2907,1711992109,female,Amanda Brown,20,593990416622,NA,False
2908,1768337317,female,Joanne Johnson,15,593990066603,NA,False
2909,1735407902,male,Bradley Miller,14,593990955221,NA,True
2910,1754819041,female,Daisy Gardner,22,593990033693,70%,False
2911,1700385841,female,Donna Dixon,15,593990945052,70%,False
2912,1792145652,female,Jamie Park,16,593990389576,60%,False
2913,1773720093,female,Samantha Melton,21,593990372130,NA,True
2914,1739418705,male,Jason Russo,17,593990712154,70%,False
2915,1773259017,female,Barbara Jackson,18,593990160177,NA,True
2916,1722812281,male,Gerald Smith,14,593990420101,60%,True
2917,1743335731,male,Michael Arnold,17,593990071568,60%,False
2918,1753364694,female,Holly Lee,14,593990301245,NA,False
2919,1705982617,male,Mark Smith,21,593990356425,70%,True
2920,1758779627,male,James Morgan,21,593990558336,NA,True
2921,1756207789,male,Joel Harrell,14,593990112486,NA,False
2922,1795099143,female,Kristina Green,20,593990537541,70%,False
2923,1785028849,na,Miranda Hardy,19,593990037435,70%,True
2924,1789934722,male,Robert Stewart,14,593990633127,NA,True
2925,1792035516,male,David Reed,22,593990287483,40%,False
2926,1712335425,male,Craig Tapia,13,593990382817,60%,True
2927,1787034217,female,Jessica Hopkins,21,593990463860,100%,True
2928,1754375932,female,Jennifer Weiss,15,593990146727,NA,False
2929,1790102579,male,Steven Mills,18,593990112696,70%,False
2930,1757847840,female,Tricia Brooks,21,593990611185,NA,True
2931,1780367508,male,David Richardson,14,593990233379,50%,True
2932,1733049357,na,David Ray,17,593990259280,50%,True
2933,1784923631,male,Richard Howard,15,593990976090,NA,True
2934,1732981907,female,Erica Wright,17,593990875684,NA,True
2935,1769741794,male,Craig Dixon,15,593990173275,50%,True
2936,1756673259,male,Steven Rice,13,593990620940,NA,False
2937,1702397951,female,Rhonda Wright,19,593990104243,NA,True
2938,1755012810,male,John Wilson,14,593990101539,70%,True
2939,1754750937,male,Ryan Ellison,16,593990671373,NA,False
2940,1778054934,male,Roy Bell,22,593990771678,40%,True
2941,1757725578,na,Harry Brown,21,593990566494,40%,False
2942,1707210587,female,Paige Reed,18,593990552108,50%,False
2943,1783498919,female,Rebekah Garcia,15,593990290918,NA,True
2944,1713355948,male,David Sawyer,14,593990510621,NA,False
2945,1794769874,male,Joseph Turner,18,593990701565,100%,True
2946,1762795286,male,Gregory Hanson,15,593990491105,50%,False
2947,1781979950,female,Erica Jones,18,593990268069,NA,True
2948,1799047447,male,Matthew Wells,21,593990597436,70%,False
2949,1791610802,female,Kimberly Villanueva,15,593990165804,NA,True
2950,1762602438,male,Christopher Bowers,20,593990435442,50%,False
2951,1724160016,female,Lori Smith,15,593990792028,NA,False
2952,1707279500,male,Christopher Sanford,13,593990374142,NA,True
2953,1727958565,female,Deborah Garcia,17,593990809640,NA,False
2954,1702268535,male,Marc Jones,13,593990884790,NA,False
2955,1791130891,male,Joshua Williams,21,593990064757,NA,True
2956,1731613304,male,Seth Castro,22,593990249391,NA,True
2957,1747842802,female,Denise Sullivan,19,593990524791,40%,False
2958,1759210924,male,George Ellis,16,593990484912,50%,False
2959,1783838842,male,Alex Maldonado,19,593990596630,70%,False
2960,1750568648,female,Stefanie Peterson,19,593990994391,50%,False
2961,1793515292,female,Brittany Smith,20,593990214853,100%,False
2962,1765141898,male,Bryan Elliott,13,593990361128,NA,True
2963,1720586835,male,James Smith,20,593990943739,NA,True
2964,1739179248,female,Sarah Hernandez,14,593990341451,100%,True
2965,1791449854,female,Melinda Sanchez,19,593990613375,NA,True
2966,1760961515,male,Kenneth Wiley,15,593990249527,70%,True
2967,1713183193,male,Michael Rodriguez,20,593990919279,50%,True
2968,1722557479,female,Jessica Douglas,22,593990060086,60%,False
2969,1703767817,female,April Taylor,17,593990021759,70%,True
2970,1737651274,female,Annette Morgan,13,593990692083,40%,False
2971,1725167320,male,Christopher Sanchez,17,593990562800,50%,False
2972,1773758007,female,Catherine Patterson,15,593990317696,70%,False
2973,1732656039,female,Brenda Carr,20,593990388875,100%,False
2974,1727909248,male,Pedro Rodriguez,20,593990475889,50%,False
2975,1759873604,female,Cassandra Whitney,18,593990405721,NA,False
2976,1700573803,male,George Fischer,21,593990652513,100%,False
2977,1766109686,male,Joshua Jones,18,593990548192,NA,True
2978,1746516219,male,Antonio Ayala,20,593990547045,NA,False
2979,1784805928,female,Carmen Brown,22,593990444913,NA,True
2980,1792150385,female,Lindsey Wilson,17,593990728238,60%,True
2981,1776347371,male,Jay Bryant,14,593990577448,50%,True
2982,1760966469,male,Alan Thompson,20,593990827040,NA,True
2983,1758643224,female,Kelsey Webb,16,593990857286,100%,True
2984,1757515263,male,Daniel Hart,13,593990375408,NA,True
2985,1709509877,female,Jennifer Woods,21,593990691269,NA,False
2986,1759477140,female,Jordan Barnes,17,593990683305,50%,True
2987,1749100465,male,Brian Kelley,18,593990545286,NA,True
2988,1701539967,female,Michelle Joseph,15,593990887681,70%,True
2989,1756013206,male,Ryan Cross,18,593990554162,NA,False
2990,1790386331,female,Chelsea Brown,18,593990670496,100%,False
2991,1764306919,na,Sonya Livingston,16,593990983717,NA,False
2992,1770135097,na,David French,16,593990197298,NA,True
2993,1719072228,male,Antonio Nelson,21,593990441326,60%,False
2994,1705629451,male,Andrew Price,17,593990964148,NA,True
2995,1766746054,male,Brady Fernandez,13,593990408091,NA,False
2996,1780710256,male,Daniel York,17,593990275623,40%,True
2997,1780912045,male,Edwin Clark,18,593990866830,50%,True
2998,1772241398,male,Cameron Alvarez,15,593990442974,70%,True
2999,1749827016,female,Natalie Carr,14,593990655393,NA,False
3000,1791368252,na,Brian Sutton,20,593990278235,100%,False
3001,1786368189,male,Brian Hill,18,593990452517,NA,True
3002,1730630550,male,Kenneth Burns,15,593990350734,NA,True
3003,1797531995,na,Mrs. Adrienne Graham,14,593990605517,NA,False
3004,1783926972,male,Gregory Long,17,593990796118,NA,True
3005,1742534668,male,Robert Arnold,17,593990866588,NA,False
3006,1772514470,male,Adrian Perez,19,593990769099,NA,True
3007,1780613551,male,Austin Jimenez MD,16,593990707661,NA,False
3008,1735564398,female,Ashley Fletcher,16,593990499180,100%,True
3009,1780809917,female,Susan Vasquez DDS,14,593990974103,NA,True
3010,1784628463,female,Karen Herrera,17,593990968114,100%,False
3011,1773750302,male,Tanner Sampson,21,593990543924,60%,False
3012,1716666513,male,Luis Moreno,18,593990617656,NA,False
3013,1762449050,male,Charles Robles,22,593990175574,NA,False
3014,1770847949,male,Arthur Spencer,21,593990547365,60%,True
3015,1769663499,female,Amy James,19,593990572383,60%,True
3016,1737567867,female,Erika Tyler,13,593990958060,100%,False
3017,1762371012,female,Leah Johnson,15,593990082509,50%,False
3018,1759357781,male,Stephen Smith,13,593990121985,NA,False
3019,1746488272,male,Darius Price,18,593990607117,NA,True
3020,1736173718,female,Alexandra Anderson,21,593990759592,60%,False
3021,1764991599,male,Robert Evans,18,593990374639,60%,True
3022,1760642664,female,Teresa Love,20,593990599180,40%,False
3023,1736848966,male,Anthony Ortega,21,593990822462,40%,True
3024,1789205045,male,Ronald Flores DDS,19,593990069936,40%,False
3025,1704655952,female,Carolyn Stevens,15,593990430493,NA,False
3026,1762208576,male,Gary Scott,13,593990787645,NA,False
3027,1796551370,male,Julian Hawkins,20,593990482117,NA,True
3028,1717993573,female,Natalie Thomas,17,593990014969,NA,True
3029,1738274004,female,Tracy Smith,18,593990707283,70%,False
3030,1703427876,male,George Joseph,13,593990687074,100%,False
3031,1744594268,male,Tyler Buck,16,593990861698,NA,False
3032,1718626297,female,Melissa Schmidt,15,593990362682,60%,True
3033,1783361640,female,Tracy Simpson,14,593990979757,100%,True
3034,1710765916,female,Amy Rice,20,593990992387,50%,False
3035,1762821807,female,Amy Burns,14,593990075863,50%,True
3036,1740341506,female,Melinda Stewart,22,593990659979,40%,True
3037,1767140019,male,Timothy Wilson,13,593990764775,NA,True
3038,1731926014,male,Charles Bowers,22,593990503284,40%,False
3039,1768510923,na,Kevin Young,13,593990054427,NA,True
3040,1766811788,female,Paige Jones,15,593990774900,NA,False
3041,1797491000,male,Troy Clark,15,593990301784,NA,False
3042,1773523720,female,Roberta Parker,19,593990675711,NA,True
3043,1731997555,female,Mary Mclaughlin,16,593990903927,NA,False
3044,1748063548,female,Paige Mueller,22,593990008338,NA,False
3045,1789172141,male,Lance Acosta,16,593990209630,70%,True
3046,1786590925,female,Amy Ross,21,593990405180,60%,True
3047,1756124999,female,Ana Ellis,18,593990117798,NA,True
3048,1764463038,male,Christopher Davis,13,593990541817,50%,True
3049,1738774673,female,Alyssa Mccormick,15,593990521790,NA,True
3050,1751643027,female,Erika Wilkerson,20,593990860316,NA,True
3051,1782299675,female,Julia Barnett,20,593990643880,NA,True
3052,1739310513,male,John Rodriguez,17,593990340431,NA,False
3053,1797003513,female,Brooke Perez,17,593990546149,NA,False
3054,1724992505,female,Dawn Casey,16,593990620692,40%,False
3055,1727114326,female,Margaret Walker,16,593990509481,NA,False
3056,1752286949,female,Yolanda Gonzalez,17,593990243762,NA,False
3057,1732831466,na,Gloria Caldwell,15,593990523712,NA,False
3058,1733752185,male,Aaron Gomez,16,593990463825,NA,True
3059,1711531460,male,Richard Becker,19,593990849488,70%,True
3060,1717728007,female,Krista Edwards,21,593990150808,50%,True
3061,1756331166,female,Brittany Wood,15,593990005843,100%,True
3062,1726043667,male,Christopher Spears,17,593990839114,60%,False
3063,1736272107,female,Lindsay Wright,20,593990983947,50%,False
3064,1783080291,male,Steven Johnson,14,593990134317,70%,True
3065,1720537630,male,Cory Bradford,16,593990918404,NA,True
3066,1708213159,female,Yvonne Bonilla,16,593990168157,60%,True
3067,1725854524,male,Mr. David Potts,22,593990010755,NA,True
3068,1783352554,male,Matthew Beard,22,593990952951,50%,True
3069,1755403900,male,Nicholas Melendez,19,593990673014,NA,True
3070,1711042757,female,Robin Chandler,20,593990492981,NA,True
3071,1784590765,na,John Hansen,17,593990734955,60%,False
3072,1725945540,male,Jeffrey Perry,14,593990890167,40%,False
3073,1720176042,female,Amy Brown,14,593990474988,NA,True
3074,1733719395,male,Travis Flowers,15,593990881146,NA,True
3075,1779137895,male,Daniel Williams,16,593990513232,NA,True
3076,1754112326,male,David Hernandez,21,593990752674,70%,False
3077,1765312517,male,James Smith,13,593990553627,100%,True
3078,1753235293,na,Jeffrey Lopez,17,593990663072,70%,False
3079,1709420997,female,Misty Fox,17,593990686983,NA,False
3080,1731034152,female,Stephanie Larson,15,593990395539,NA,False
3081,1766657926,na,Gina Hughes,18,593990407277,NA,True
3082,1771363876,male,Antonio Martinez,19,593990555642,NA,True
3083,1751455672,female,Misty Boyle,15,593990944213,60%,True
3084,1743560710,female,Brenda Smith,21,593990606192,50%,False
3085,1780838374,male,Eric Davis,14,593990392831,100%,True
3086,1701048745,female,Shelia Hansen,20,593990091844,40%,False
3087,1798313236,female,Catherine Pineda,19,593990789168,60%,True
3088,1721322880,male,Jose Anderson,15,593990144524,50%,False
3089,1708528834,female,Jennifer Gardner,19,593990401848,NA,False
3090,1716611559,na,Robert Benson,19,593990604964,70%,True
3091,1797394978,female,Cassidy Fuller,21,593990474965,NA,False
3092,1723359644,male,Luis Velasquez,17,593990244381,50%,False
3093,1751414844,female,Kimberly Galvan,21,593990350294,50%,True
3094,1774501317,male,Jermaine Foster,20,593990231346,50%,True
3095,1792800248,male,Charles Dixon,21,593990813966,70%,False
3096,1702726071,female,Kim Allison,18,593990994975,60%,False
3097,1787788455,male,James Vega,18,593990407948,50%,True
3098,1736278012,male,Thomas Brown,21,593990330189,100%,True
3099,1763857370,male,Gregory Jones,15,593990873374,NA,False
3100,1767193514,male,Michael Tucker,21,593990760599,50%,False
3101,1709703837,male,Thomas Dalton,16,593990228029,60%,True
3102,1781989229,female,Denise Price,22,593990738603,70%,True
3103,1796879943,male,Bernard Roth,19,593990874952,60%,False
3104,1767252099,female,Gloria Cruz,18,593990161067,100%,False
3105,1732648616,female,Mary Hester,14,593990020838,70%,True
3106,1784833885,male,Joshua Norton,15,593990573260,70%,True
3107,1727126860,female,Sharon Molina,14,593990408843,70%,False
3108,1791689186,female,Candace Vang,13,593990498799,40%,True
3109,1786629147,male,Ian Charles,17,593990401632,NA,False
3110,1760916409,female,Julie Morris,20,593990219612,40%,True
3111,1795860174,male,Gregory Duncan,18,593990501872,100%,True
3112,1747237031,male,Max Patterson,16,593990450329,40%,True
3113,1714708415,female,Caitlyn Anderson,14,593990652862,NA,False
3114,1787203082,female,Melanie Mejia,15,593990884654,NA,False
3115,1704468194,female,Jennifer Bullock,14,593990750681,60%,True
3116,1784442450,female,Rebecca Perez,13,593990784429,NA,False
3117,1724989375,male,Christopher Cordova MD,22,593990975597,NA,True
3118,1775639182,female,Susan Thomas,19,593990385524,NA,True
3119,1785380265,male,Gary Raymond,13,593990932243,100%,True
3120,1743299461,female,Debra Johns,20,593990976477,60%,True
3121,1745849485,male,Christopher Rubio,14,593990472300,NA,True
3122,1795844501,male,Alan Holt,15,593990119285,70%,False
3123,1724053715,female,Mrs. Amanda Nelson,14,593990029983,NA,False
3124,1754643282,female,Cassie Carpenter,13,593990853254,40%,False
3125,1717152109,male,Thomas Edwards,15,593990435702,40%,True
3126,1782182384,male,Greg Aguilar,17,593990761811,50%,False
3127,1761039529,male,Frank Bailey,13,593990862149,NA,False
3128,1749969592,male,Calvin Brewer,21,593990551024,40%,False
3129,1758506348,male,Bradley Spears MD,13,593990826141,50%,False
3130,1720394455,male,John Hall,21,593990905879,40%,False
3131,1776596256,female,Ann Bryant,15,593990678329,NA,True
3132,1753439975,male,Paul Wood,22,593990905968,NA,True
3133,1729811549,female,April Johnson,16,593990882170,NA,False
3134,1784380717,female,Cassandra Montgomery,14,593990290054,NA,True
3135,1751471596,female,Teresa Harvey,15,593990913570,NA,False
3136,1730720877,female,April Frazier,15,593990855998,NA,False
3137,1723605774,na,Tyler Bray,15,593990565380,60%,False
3138,1706529123,na,Jessica House,21,593990869509,70%,True
3139,1740410530,female,Lori Mercer,22,593990285132,NA,True
3140,1726433544,male,Gary Singh,17,593990365042,NA,True
3141,1752325160,female,Elizabeth Harris,21,593990201864,NA,False
3142,1787218053,male,George Miller,19,593990013654,70%,False
3143,1710423532,female,Amber White,13,593990248185,100%,False
3144,1793069314,na,Michael Rodriguez,20,593990217972,NA,True
3145,1799443556,male,Joshua Anderson,13,593990725860,NA,False
3146,1732283472,na,Adam Gamble,18,593990050234,60%,True
3147,1751657783,na,Tyler West,13,593990465163,100%,True
3148,1775611572,male,Gerald Garner,15,593990373894,NA,False
3149,1713102035,female,Kristen Chapman,14,593990311418,60%,True
3150,1764138449,male,Ryan Marks,15,593990650969,NA,False
3151,1742473889,female,Anna Perez,16,593990891346,60%,False
3152,1776160982,female,Stacey Wall,14,593990641931,NA,False
3153,1768876404,female,Holly Brown,14,593990691088,NA,True
3154,1752164701,female,Megan Castro,14,593990710910,NA,True
3155,1783681491,male,Travis Welch,22,593990669949,100%,False
3156,1732971729,male,Alexander Moore,16,593990054363,NA,True
3157,1726870040,female,Amanda Moreno,22,593990913209,NA,False
3158,1762106688,female,Whitney Powell,13,593990216881,50%,False
3159,1708176604,female,Brenda Hampton,14,593990113897,NA,False
3160,1761842838,na,Jenna Harrington,21,593990168659,NA,False
3161,1780628314,female,Marie Gomez,20,593990236580,NA,False
3162,1767545834,male,Brian Weaver,15,593990824037,70%,False
3163,1714679785,male,William Lopez,16,593990379831,50%,False
3164,1709235813,female,Kelly Wilson,19,593990775071,NA,True
3165,1734554217,male,Stephen Smith,16,593990539351,NA,False
3166,1710823430,female,Deborah Brown,19,593990979857,50%,False
3167,1748166829,female,Joanne Rose,21,593990965383,50%,True
3168,1790342248,male,Steve Bailey,16,593990256186,NA,False
3169,1715357417,male,Jesus Hawkins,15,593990338633,NA,True
3170,1739151822,female,Valerie Alvarez,13,593990908464,NA,True
3171,1738375346,female,Nancy Flores,22,593990146485,NA,True
3172,1731980173,male,Preston Lewis,15,593990429892,NA,True
3173,1757872420,female,Susan Bell,19,593990373311,70%,False
3174,1775010261,female,Megan Lopez,13,593990795860,60%,True
3175,1710530933,na,Jamie Hernandez,20,593990279800,60%,True
3176,1718346844,female,Heather Maldonado,13,593990528184,100%,False
3177,1728040230,male,Shaun Castillo,20,593990860811,70%,False
3178,1761318912,female,Suzanne Burton,22,593990883832,40%,False
3179,1744788159,male,Edward Cruz,15,593990928207,40%,True
3180,1789529952,male,Jason Scott,19,593990105475,100%,False
3181,1752415472,male,Brian Ramirez,16,593990406678,50%,True
3182,1785839021,male,Thomas Long,20,593990231631,50%,False
3183,1778525221,female,Stacy Peters,22,593990667228,40%,True
3184,1704776516,female,Amber Stanley,16,593990205738,NA,True
3185,1769085133,male,Matthew Higgins,13,593990617818,100%,False
3186,1781318135,male,Jerry Richardson,22,593990890083,60%,True
3187,1786017978,female,Rachel Rivera,16,593990663573,50%,False
3188,1746991019,male,Russell Nguyen,18,593990448012,NA,False
3189,1727106013,female,Ashley Hunter,16,593990775524,50%,False
3190,1771760344,male,Matthew Rodriguez,17,593990306617,NA,True
3191,1711652138,na,Hannah Pacheco,21,593990271567,40%,False
3192,1714913424,male,John Peters,19,593990279664,70%,True
3193,1734970618,female,Carrie Alvarez,15,593990591527,40%,True
3194,1774153101,male,Nicholas Munoz,13,593990563181,70%,True
3195,1706331911,male,Jonathan Walter,19,593990479910,60%,False
3196,1751539923,male,Richard Olson,22,593990071419,NA,True
3197,1784892195,male,Franklin Gonzales,20,593990666981,60%,False
3198,1747120479,male,Phillip Davis,20,593990662960,NA,False
3199,1752447146,female,Maureen Hill,22,593990611607,NA,False
3200,1731828356,female,Sarah Mercado,16,593990164089,NA,True
3201,1738403183,female,Felicia Jones,15,593990830608,40%,False
3202,1786184987,female,Laura Patel,15,593990770938,NA,True
3203,1744622076,female,Laura David,22,593990808233,50%,False
3204,1751342432,female,Brooke Garner,13,593990582275,70%,False
3205,1700300796,female,Samantha Wilkinson,22,593990869234,50%,False
3206,1758381305,male,Darrell Scott,22,593990987737,NA,False
3207,1723386088,female,Veronica Chavez MD,16,593990009672,70%,True
3208,1792428990,female,Alyssa Coleman,13,593990127060,NA,True
3209,1710631291,female,Erika Willis,19,593990919515,NA,False
3210,1797504129,male,Justin Johnson,22,593990262233,70%,False
3211,1720731780,female,Sonya Edwards,18,593990856474,100%,False
3212,1776523936,na,Virginia Chang,19,593990622709,60%,True
3213,1784648127,female,Linda Davis,14,593990773796,50%,True
3214,1770418600,female,Vanessa Hicks,13,593990419670,70%,True
3215,1767500398,male,Harry Weaver,14,593990085382,100%,True
3216,1772714213,male,Jeremy Gomez,15,593990147123,40%,False
3217,1719555977,male,Michael Jacobs,18,593990454858,NA,False
3218,1747876075,female,Cheryl Barnes,15,593990324149,70%,False
3219,1799458440,na,Eric Snyder,19,593990195307,40%,True
3220,1780301855,male,Joseph Lambert,17,593990502038,NA,False
3221,1796567977,male,Peter Hines,13,593990997575,NA,False
3222,1705819550,female,Rebecca Gutierrez,16,593990704388,NA,True
3223,1713117275,male,Victor Simpson,13,593990007664,100%,False
3224,1715572280,male,Kenneth Moss,13,593990666681,100%,True
3225,1777083236,female,Angela Williams,14,593990170501,NA,False
3226,1785821440,female,Brittany Richmond,22,593990717813,70%,False
3227,1710133466,male,David Rodriguez,20,593990402588,100%,True
3228,1711017356,female,Michelle Farley,15,593990097309,NA,True
3229,1717596996,female,Kelsey Bell,13,593990004513,NA,False
3230,1705961336,na,Kevin Jackson,18,593990076978,60%,False
3231,1745199508,female,Amanda Williams,20,593990049886,60%,False
3232,1749420143,na,Edwin Osborn,21,593990181081,50%,False
3233,1704540241,female,Melissa Johnson,15,593990776581,100%,True
3234,1725846177,female,Ariana Harrison,18,593990633875,NA,False
3235,1721233350,male,Timothy Steele,19,593990328748,60%,False
3236,1729970271,male,Robert Zavala,19,593990219778,NA,False
3237,1773829792,male,Bradley Johnson,20,593990844707,NA,True
3238,1753156992,male,Mr. Manuel Harris,16,593990449299,70%,True
3239,1750520058,male,Troy Brown,18,593990204984,NA,False
3240,1795092050,female,Samantha Flores,18,593990957367,70%,True
3241,1764953626,male,Darren Lowe,21,593990772946,70%,True
3242,1754641571,female,Stephanie Robbins,21,593990246697,NA,False
3243,1749860421,female,Wendy Griffin,21,593990839502,NA,True
3244,1742562666,female,Danielle Allen,21,593990456740,40%,False
3245,1748913675,female,Elizabeth Davis,13,593990093002,NA,False
3246,1792442143,male,Scott Walker,14,593990631129,NA,True
3247,1785951884,male,Mark Cole,15,593990078071,60%,False
3248,1763430794,male,Bryan Stewart,14,593990644806,40%,False
3249,1790697532,male,Andrew Foster,21,593990298090,70%,False
3250,1774459086,female,Sharon Mccullough,14,593990965255,NA,True
3251,1708732919,female,Regina Ramirez,21,593990679320,100%,False
3252,1775695026,female,Lisa Valenzuela,16,593990638752,70%,True
3253,1708376259,male,William Barrett,15,593990385287,NA,False
3254,1736011644,na,James Sanford,22,593990515640,100%,False
3255,1775155591,female,Tammy Martin,13,593990890722,60%,True
3256,1759239262,male,John Flores,16,593990218657,NA,True
3257,1760019117,female,Natalie Pearson,15,593990148101,40%,False
3258,1799499348,male,Mario Hanson,19,593990052976,NA,True
3259,1703335571,female,Kimberly Sullivan,17,593990383969,NA,True
3260,1733472905,female,Gloria Whitney,19,593990339224,50%,False
3261,1703233888,female,Kelly Espinoza,14,593990030129,NA,False
3262,1711461159,male,Michael Dodson,17,593990546696,NA,True
3263,1765595666,female,Marissa House,19,593990301438,NA,False
3264,1713277670,female,Lisa Mcconnell,15,593990772106,70%,True
3265,1721149428,female,Katie Brown,21,593990083905,40%,True
3266,1731175349,male,Chad Rubio,16,593990174763,60%,False
3267,1725603249,female,Jenna Valdez,15,593990930705,NA,True
3268,1778684145,male,Danny Ingram,17,593990460279,50%,False
3269,1786193064,male,Evan Pham,16,593990691301,NA,False
3270,1782251485,male,John Smith,15,593990619767,NA,False
3271,1775277809,female,Katherine Frazier,22,593990311432,NA,False
